epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,4497.35,0.99712,0.57364,0.99181,0.87358,0.86746,0.9121,0.65638,1.11165,0.58055,1.19852,0.0029116,0.0029116,0.0029116
360,4838.43,0.99224,0.57117,0.98796,0.87219,0.86845,0.9121,0.65621,1.11154,0.58041,1.19846,0.0028918,0.0028918,0.0028918
361,5177.33,0.99384,0.57104,0.99337,0.87371,0.8671,0.91217,0.65622,1.11147,0.58078,1.1986,0.002872,0.002872,0.002872
362,5512.72,0.99457,0.5758,0.9928,0.87466,0.86651,0.91208,0.65609,1.11127,0.58024,1.19851,0.0028522,0.0028522,0.0028522
363,5852.56,1.00401,0.57705,0.99068,0.87364,0.86847,0.91225,0.65612,1.11107,0.58039,1.19847,0.0028324,0.0028324,0.0028324
364,6191.8,0.99943,0.57254,0.99258,0.87352,0.86832,0.91222,0.65631,1.11093,0.58014,1.19832,0.0028126,0.0028126,0.0028126
365,6531.65,0.99987,0.57753,0.98981,0.87284,0.86945,0.91243,0.65629,1.11082,0.57995,1.19839,0.0027928,0.0027928,0.0027928
366,6874.52,0.99108,0.57535,0.99065,0.87398,0.86828,0.9121,0.65658,1.11075,0.57997,1.19837,0.002773,0.002773,0.002773
367,7216.42,1.00752,0.58038,0.99503,0.87107,0.8704,0.91182,0.65657,1.11061,0.57981,1.19833,0.0027532,0.0027532,0.0027532
368,7554.79,1.00402,0.5788,0.99343,0.87417,0.86711,0.91202,0.65658,1.11032,0.57945,1.19818,0.0027334,0.0027334,0.0027334
369,7894.66,0.99341,0.57459,0.98958,0.87395,0.86657,0.91149,0.65664,1.1104,0.57929,1.19819,0.0027136,0.0027136,0.0027136
370,8237.27,0.99732,0.57526,0.9908,0.87406,0.86639,0.91149,0.65623,1.10984,0.57902,1.19788,0.0026938,0.0026938,0.0026938
371,8579.77,0.99577,0.57355,0.99254,0.87411,0.86611,0.91165,0.65666,1.10943,0.57868,1.19774,0.002674,0.002674,0.002674
372,8926.57,0.99848,0.5767,0.99403,0.87346,0.86597,0.91178,0.65685,1.10937,0.5788,1.19775,0.0026542,0.0026542,0.0026542
373,9262.91,0.99775,0.57243,0.99234,0.87336,0.86566,0.91173,0.65724,1.10916,0.57851,1.19764,0.0026344,0.0026344,0.0026344
374,9599.94,0.98857,0.57397,0.98793,0.87395,0.8659,0.91187,0.65719,1.10897,0.57838,1.19742,0.0026146,0.0026146,0.0026146
375,9938.39,0.99492,0.57334,0.98886,0.87266,0.86831,0.91195,0.65739,1.1088,0.57833,1.19729,0.0025948,0.0025948,0.0025948
376,10274.4,0.99649,0.5761,0.99085,0.87141,0.87052,0.91195,0.65792,1.10877,0.57871,1.19722,0.002575,0.002575,0.002575
377,10609.3,0.99206,0.57362,0.98904,0.87165,0.87097,0.91209,0.658,1.10848,0.57872,1.19716,0.0025552,0.0025552,0.0025552
378,10948.4,0.99459,0.57298,0.99024,0.87202,0.86948,0.91188,0.6582,1.10829,0.5785,1.19701,0.0025354,0.0025354,0.0025354
379,11288.2,0.99733,0.57779,0.99277,0.86878,0.87353,0.91203,0.65842,1.10773,0.57799,1.19663,0.0025156,0.0025156,0.0025156
380,11624,0.99276,0.57258,0.98955,0.86802,0.87297,0.91203,0.65843,1.10766,0.57783,1.19672,0.0024958,0.0024958,0.0024958
381,11960.4,0.99512,0.57313,0.99314,0.86961,0.87031,0.91141,0.65885,1.10747,0.57812,1.19687,0.002476,0.002476,0.002476
382,12299.2,0.99786,0.57595,0.99012,0.86613,0.87203,0.9113,0.65906,1.10718,0.5782,1.19655,0.0024562,0.0024562,0.0024562
383,12635.2,0.99818,0.57753,0.99251,0.86741,0.87179,0.91164,0.65914,1.10729,0.57821,1.1966,0.0024364,0.0024364,0.0024364
384,12974,0.98491,0.57065,0.98778,0.86681,0.87246,0.91175,0.65921,1.1069,0.57811,1.19657,0.0024166,0.0024166,0.0024166
385,13309,0.99194,0.57046,0.98654,0.86673,0.87326,0.9117,0.65929,1.10669,0.57807,1.19635,0.0023968,0.0023968,0.0023968
386,13649.6,0.98778,0.57018,0.99033,0.86682,0.87315,0.91169,0.65949,1.10638,0.57794,1.19613,0.002377,0.002377,0.002377
387,13986.9,0.99088,0.5705,0.98715,0.86882,0.87086,0.91175,0.6593,1.10608,0.57796,1.19609,0.0023572,0.0023572,0.0023572
388,14325,0.99529,0.57385,0.98959,0.86734,0.87256,0.91159,0.65971,1.10581,0.57777,1.19601,0.0023374,0.0023374,0.0023374
389,14661.8,0.98407,0.56579,0.98742,0.86638,0.87393,0.91162,0.66004,1.10555,0.57735,1.19592,0.0023176,0.0023176,0.0023176
390,15000.7,0.99001,0.57085,0.98487,0.86678,0.8745,0.91168,0.6602,1.10524,0.57714,1.19597,0.0022978,0.0022978,0.0022978
391,15332.7,0.98197,0.56757,0.98611,0.86668,0.8744,0.91185,0.66003,1.10495,0.57715,1.1957,0.002278,0.002278,0.002278
392,15666.7,0.98532,0.56912,0.98392,0.86651,0.87385,0.91194,0.66058,1.10457,0.57662,1.19552,0.0022582,0.0022582,0.0022582
393,359.036,0.90451,0.51237,0.95926,0.86651,0.87373,0.91205,0.66063,1.10516,0.57705,1.19572,0.0022384,0.0022384,0.0022384
394,704.219,0.9138,0.52127,0.96156,0.86542,0.87555,0.91204,0.66059,1.10494,0.57741,1.196,0.0022186,0.0022186,0.0022186
395,1079.72,0.91954,0.52414,0.96524,0.86562,0.87331,0.91185,0.66045,1.10486,0.57763,1.19647,0.0021988,0.0021988,0.0021988
396,1428.8,0.92537,0.52407,0.96285,0.86527,0.8747,0.91219,0.66069,1.10463,0.57748,1.19676,0.002179,0.002179,0.002179
397,1775.93,0.91943,0.52309,0.96222,0.866,0.87478,0.91192,0.66032,1.10463,0.57732,1.19698,0.0021592,0.0021592,0.0021592
398,2119.2,0.93806,0.53246,0.96897,0.86608,0.87431,0.91176,0.66051,1.10443,0.57724,1.19711,0.0021394,0.0021394,0.0021394
399,2457.87,0.93582,0.5317,0.96972,0.86607,0.87393,0.91162,0.66023,1.1043,0.57709,1.19736,0.0021196,0.0021196,0.0021196
400,2796.05,0.94167,0.53588,0.97139,0.86527,0.87346,0.91125,0.66001,1.1043,0.57715,1.19766,0.0020998,0.0020998,0.0020998
401,3134.24,0.93398,0.53375,0.96994,0.8649,0.87417,0.91108,0.66035,1.10432,0.57761,1.19792,0.00208,0.00208,0.00208
402,3474.05,0.94054,0.53485,0.96982,0.8649,0.87445,0.91115,0.66018,1.10434,0.57837,1.19804,0.0020602,0.0020602,0.0020602
403,3810.38,0.93808,0.53244,0.96774,0.86482,0.87464,0.91106,0.66022,1.10446,0.57848,1.19833,0.0020404,0.0020404,0.0020404
404,4151.56,0.94507,0.53778,0.97295,0.86575,0.87398,0.91103,0.66024,1.10417,0.57883,1.1983,0.0020206,0.0020206,0.0020206
405,4488.52,0.94967,0.5406,0.97414,0.86624,0.87416,0.91111,0.65985,1.10398,0.57902,1.19829,0.0020008,0.0020008,0.0020008
406,4828.15,0.94473,0.53608,0.97167,0.86418,0.87527,0.91094,0.65973,1.10393,0.57897,1.19835,0.001981,0.001981,0.001981
407,5165.55,0.94461,0.53628,0.97415,0.86533,0.87398,0.91057,0.65975,1.10364,0.57894,1.19835,0.0019612,0.0019612,0.0019612
408,5507.45,0.94434,0.54024,0.97313,0.86404,0.8745,0.91048,0.65979,1.1032,0.57887,1.1982,0.0019414,0.0019414,0.0019414
409,5853.97,0.95496,0.54243,0.97462,0.86535,0.87333,0.91057,0.65956,1.10291,0.57862,1.19826,0.0019216,0.0019216,0.0019216
410,6196.63,0.95077,0.53818,0.97402,0.86584,0.87336,0.91115,0.65972,1.10282,0.5786,1.19832,0.0019018,0.0019018,0.0019018
411,6539.77,0.95175,0.54098,0.97172,0.86658,0.87318,0.91119,0.6598,1.10274,0.57853,1.19834,0.001882,0.001882,0.001882
412,6879.75,0.9432,0.54074,0.97174,0.86592,0.87342,0.91115,0.65992,1.10249,0.57821,1.19833,0.0018622,0.0018622,0.0018622
413,7218.8,0.95837,0.54677,0.97511,0.86707,0.87189,0.9115,0.66023,1.10216,0.5781,1.19837,0.0018424,0.0018424,0.0018424
414,7558.65,0.95431,0.54425,0.97497,0.8669,0.87216,0.91171,0.66023,1.10201,0.57792,1.19855,0.0018226,0.0018226,0.0018226
415,7903.29,0.94623,0.53938,0.97139,0.86777,0.87051,0.91127,0.66063,1.10176,0.57836,1.19847,0.0018028,0.0018028,0.0018028
416,8242.97,0.95059,0.54264,0.97394,0.86924,0.86827,0.91112,0.66037,1.1018,0.57835,1.19865,0.001783,0.001783,0.001783
417,8575.63,0.94587,0.53827,0.97422,0.87043,0.8679,0.91145,0.66033,1.10155,0.57826,1.19864,0.0017632,0.0017632,0.0017632
418,8911.61,0.95073,0.54166,0.9755,0.87058,0.8676,0.91105,0.66032,1.10117,0.57775,1.19858,0.0017434,0.0017434,0.0017434
419,9247.36,0.95104,0.5392,0.97503,0.8715,0.86668,0.91122,0.66056,1.1009,0.57766,1.1984,0.0017236,0.0017236,0.0017236
420,9582.08,0.94137,0.53956,0.97168,0.87243,0.86571,0.91124,0.66063,1.10039,0.57799,1.19804,0.0017038,0.0017038,0.0017038
421,9915.59,0.94891,0.54048,0.97336,0.87087,0.86613,0.91103,0.66076,1.10038,0.57809,1.1981,0.001684,0.001684,0.001684
422,10249.2,0.95041,0.54227,0.97295,0.87075,0.86673,0.91129,0.66104,1.10033,0.5781,1.19826,0.0016642,0.0016642,0.0016642
423,10586.8,0.94517,0.54077,0.97058,0.8713,0.86759,0.91143,0.6612,1.10024,0.5781,1.19831,0.0016444,0.0016444,0.0016444
424,10925.4,0.94881,0.54006,0.97224,0.87138,0.8665,0.91138,0.66132,1.10025,0.57811,1.1983,0.0016246,0.0016246,0.0016246
425,11257.9,0.95225,0.54484,0.97429,0.87134,0.86702,0.91163,0.66173,1.1001,0.57777,1.19811,0.0016048,0.0016048,0.0016048
426,11598.1,0.94789,0.5396,0.9746,0.87207,0.86645,0.912,0.6619,1.1,0.57769,1.19829,0.001585,0.001585,0.001585
427,11933.4,0.95022,0.54027,0.97508,0.87236,0.86684,0.91182,0.66177,1.10019,0.57783,1.19852,0.0015652,0.0015652,0.0015652
428,12270.9,0.95036,0.54168,0.97313,0.87171,0.86664,0.91153,0.66201,1.10028,0.57791,1.19866,0.0015454,0.0015454,0.0015454
429,12611.2,0.9555,0.54493,0.97555,0.87184,0.86576,0.91142,0.66204,1.10004,0.57797,1.19848,0.0015256,0.0015256,0.0015256
430,12954.6,0.94134,0.53897,0.97017,0.87132,0.86583,0.91143,0.66235,1.1,0.57781,1.19843,0.0015058,0.0015058,0.0015058
431,13294.1,0.94892,0.53903,0.96996,0.86886,0.86816,0.91149,0.66256,1.10002,0.57808,1.19847,0.001486,0.001486,0.001486
432,13631.5,0.9426,0.53784,0.97164,0.86855,0.86882,0.91194,0.66249,1.09974,0.57796,1.19817,0.0014662,0.0014662,0.0014662
433,13965.5,0.94844,0.53917,0.97138,0.8698,0.8676,0.91226,0.6626,1.09941,0.57806,1.19809,0.0014464,0.0014464,0.0014464
434,14305.4,0.95008,0.54384,0.97294,0.86967,0.86797,0.91217,0.6629,1.09903,0.57783,1.19784,0.0014266,0.0014266,0.0014266
435,14644.1,0.94059,0.53441,0.97059,0.87009,0.86823,0.91242,0.66285,1.09882,0.57749,1.19774,0.0014068,0.0014068,0.0014068
436,393.482,0.86621,0.48796,0.94605,0.86928,0.86824,0.9123,0.66293,1.099,0.57774,1.19824,0.001387,0.001387,0.001387
437,776.535,0.87111,0.49398,0.9465,0.87206,0.86529,0.91178,0.66281,1.09881,0.57768,1.19867,0.0013672,0.0013672,0.0013672
438,1149.29,0.87615,0.49471,0.95077,0.87198,0.86499,0.91175,0.66272,1.09853,0.57771,1.1991,0.0013474,0.0013474,0.0013474
439,1528.8,0.87994,0.49566,0.94744,0.87179,0.86522,0.91176,0.66274,1.09853,0.57786,1.19962,0.0013276,0.0013276,0.0013276
440,1909.8,0.87387,0.49454,0.94714,0.87252,0.86458,0.91166,0.66282,1.09844,0.5784,1.20013,0.0013078,0.0013078,0.0013078
441,2288.06,0.89168,0.50135,0.95265,0.87238,0.86443,0.91179,0.66302,1.09824,0.57807,1.20049,0.001288,0.001288,0.001288
442,2661.66,0.88693,0.49962,0.9521,0.87256,0.86511,0.9116,0.66282,1.09808,0.57854,1.20086,0.0012682,0.0012682,0.0012682
443,3038.75,0.89497,0.5031,0.95425,0.87186,0.86495,0.91124,0.66286,1.09811,0.57884,1.20122,0.0012484,0.0012484,0.0012484
444,3410.07,0.88687,0.50067,0.95255,0.87195,0.86439,0.91101,0.66295,1.09799,0.57904,1.20158,0.0012286,0.0012286,0.0012286
445,3784.48,0.89274,0.50357,0.95312,0.87244,0.86373,0.91095,0.66298,1.09808,0.57926,1.20215,0.0012088,0.0012088,0.0012088
446,4153.99,0.89128,0.5001,0.95151,0.87199,0.86435,0.91096,0.66278,1.09807,0.57957,1.20232,0.001189,0.001189,0.001189
447,4526.75,0.897,0.50467,0.95561,0.87283,0.86364,0.91085,0.66298,1.0979,0.57968,1.20256,0.0011692,0.0011692,0.0011692
448,4899.13,0.90023,0.50663,0.95588,0.87317,0.86321,0.91076,0.66277,1.09796,0.57986,1.20278,0.0011494,0.0011494,0.0011494
449,5271.78,0.89595,0.50327,0.95388,0.87325,0.86312,0.91079,0.66285,1.09784,0.58004,1.20303,0.0011296,0.0011296,0.0011296
450,5648,0.89521,0.50308,0.9564,0.87432,0.86315,0.91104,0.66301,1.09788,0.58029,1.20325,0.0011098,0.0011098,0.0011098
451,6023.17,0.89592,0.50655,0.95472,0.87466,0.86187,0.9108,0.66273,1.0977,0.58025,1.20328,0.00109,0.00109,0.00109
452,6394.65,0.90607,0.50942,0.95613,0.875,0.8612,0.91106,0.66287,1.09753,0.58002,1.20338,0.0010702,0.0010702,0.0010702
453,6762.38,0.90178,0.50519,0.95662,0.87554,0.86098,0.91075,0.66281,1.09765,0.58008,1.2037,0.0010504,0.0010504,0.0010504
454,7137.4,0.90272,0.50783,0.95481,0.87572,0.861,0.91079,0.66297,1.09758,0.58006,1.20383,0.0010306,0.0010306,0.0010306
455,7509.8,0.8926,0.50613,0.95417,0.87645,0.86066,0.9107,0.66319,1.0975,0.5803,1.20385,0.0010108,0.0010108,0.0010108
456,7886.66,0.91028,0.51315,0.95771,0.87848,0.85967,0.91064,0.66319,1.09737,0.58058,1.20395,0.000991,0.000991,0.000991
457,357.119,0.83826,0.4717,0.93684,0.87752,0.86025,0.91074,0.66297,1.09673,0.58008,1.20457,0.0009712,0.0009712,0.0009712
458,699.961,0.84284,0.47597,0.93784,0.87728,0.86023,0.91081,0.66274,1.09646,0.58017,1.20483,0.0009514,0.0009514,0.0009514
459,1042.22,0.84728,0.47704,0.94024,0.87722,0.85975,0.91064,0.66281,1.09651,0.58077,1.20529,0.0009316,0.0009316,0.0009316
460,1384.92,0.85219,0.47863,0.93768,0.87779,0.85943,0.91037,0.66283,1.09643,0.58127,1.20559,0.0009118,0.0009118,0.0009118
461,1727.9,0.84573,0.47617,0.93707,0.8775,0.85919,0.9101,0.66261,1.09685,0.58163,1.20618,0.000892,0.000892,0.000892
462,2069.06,0.86377,0.48398,0.9431,0.87659,0.859,0.91021,0.66244,1.09682,0.582,1.20653,0.0008722,0.0008722,0.0008722
463,2407.94,0.86102,0.48337,0.9428,0.87737,0.85824,0.91004,0.66242,1.09682,0.58243,1.20711,0.0008524,0.0008524,0.0008524
464,2749.2,0.8691,0.48638,0.94491,0.87754,0.85793,0.91012,0.66232,1.09712,0.58245,1.20765,0.0008326,0.0008326,0.0008326
465,3088.59,0.86261,0.48373,0.94445,0.87792,0.8571,0.90978,0.66241,1.09707,0.58253,1.20791,0.0008128,0.0008128,0.0008128
466,3428.47,0.8681,0.48713,0.94496,0.87904,0.85681,0.90973,0.66254,1.0971,0.58286,1.20832,0.000793,0.000793,0.000793
467,3766.41,0.86649,0.48371,0.94346,0.87914,0.85715,0.9097,0.66228,1.09717,0.58282,1.20881,0.0007732,0.0007732,0.0007732
468,4105.86,0.87432,0.48908,0.94837,0.879,0.85799,0.90977,0.66245,1.09716,0.58283,1.20905,0.0007534,0.0007534,0.0007534
469,4443.49,0.87756,0.4914,0.94874,0.87751,0.85819,0.90959,0.66246,1.09721,0.58302,1.20936,0.0007336,0.0007336,0.0007336
470,4781.74,0.87377,0.48828,0.94673,0.87764,0.85845,0.90958,0.66219,1.09723,0.58322,1.20981,0.0007138,0.0007138,0.0007138
471,5118.95,0.87469,0.48848,0.94926,0.8787,0.85801,0.90956,0.66221,1.09729,0.58304,1.20996,0.000694,0.000694,0.000694
472,5455.19,0.87489,0.49179,0.94827,0.87924,0.85784,0.90954,0.66243,1.09717,0.58323,1.21024,0.0006742,0.0006742,0.0006742
473,391.669,0.81813,0.46082,0.93102,0.87948,0.85699,0.90933,0.66215,1.09825,0.58407,1.21059,0.0006544,0.0006544,0.0006544
474,773.073,0.8226,0.46376,0.93124,0.8796,0.85667,0.90921,0.66224,1.09846,0.58425,1.21118,0.0006346,0.0006346,0.0006346
475,1149.23,0.82672,0.46434,0.93447,0.87916,0.85691,0.90922,0.66226,1.09855,0.5847,1.21166,0.0006148,0.0006148,0.0006148
476,1525.76,0.83243,0.46688,0.93197,0.87992,0.85657,0.9089,0.66244,1.09877,0.58491,1.2123,0.000595,0.000595,0.000595
477,1903.73,0.82602,0.4645,0.9317,0.87958,0.85615,0.90913,0.66236,1.09885,0.58536,1.21285,0.0005752,0.0005752,0.0005752
478,2280.85,0.84487,0.47192,0.93724,0.87982,0.85597,0.90904,0.66221,1.09901,0.58548,1.21342,0.0005554,0.0005554,0.0005554
479,2657.64,0.84304,0.47129,0.9372,0.87927,0.85544,0.90896,0.66198,1.09898,0.58581,1.21389,0.0005356,0.0005356,0.0005356
480,3032.81,0.85137,0.47521,0.93937,0.87936,0.85575,0.90892,0.66206,1.09915,0.58661,1.21429,0.0005158,0.0005158,0.0005158
481,3407.79,0.84575,0.47296,0.93879,0.87919,0.85549,0.9088,0.66156,1.09926,0.58638,1.21462,0.000496,0.000496,0.000496
482,3783.8,0.85196,0.47751,0.93925,0.87892,0.85539,0.90822,0.66193,1.09946,0.58699,1.21505,0.0004762,0.0004762,0.0004762
483,4157.77,0.85109,0.47357,0.93797,0.879,0.85559,0.90848,0.66178,1.09971,0.58723,1.21555,0.0004564,0.0004564,0.0004564
484,4533.18,0.85964,0.47909,0.94324,0.87888,0.85602,0.9085,0.66182,1.09966,0.58723,1.21566,0.0004366,0.0004366,0.0004366
485,4908.14,0.8625,0.4812,0.94423,0.87923,0.85566,0.90835,0.66188,1.09971,0.58741,1.21608,0.0004168,0.0004168,0.0004168
486,5284.85,0.86027,0.47913,0.94201,0.87944,0.85559,0.90831,0.66188,1.09974,0.58734,1.21639,0.000397,0.000397,0.000397
487,5660.8,0.86245,0.47995,0.94507,0.88008,0.85555,0.90833,0.66174,1.09959,0.58708,1.21651,0.0003772,0.0003772,0.0003772
488,6037.84,0.86173,0.4828,0.94407,0.87845,0.85663,0.90843,0.66204,1.09934,0.58716,1.21618,0.0003574,0.0003574,0.0003574
489,6412.99,0.87389,0.48717,0.94512,0.87849,0.85664,0.90825,0.66188,1.09924,0.58738,1.21623,0.0003376,0.0003376,0.0003376
490,6787.89,0.87097,0.4831,0.94564,0.87764,0.85759,0.90832,0.66167,1.09924,0.58775,1.21641,0.0003178,0.0003178,0.0003178
491,7154.28,0.91297,0.47768,0.94876,0.87782,0.85735,0.90851,0.66189,1.09909,0.5869,1.21621,0.000298,0.000298,0.000298
492,7515.74,0.89928,0.46911,0.94426,0.87868,0.85676,0.90879,0.6619,1.09901,0.58684,1.21605,0.0002782,0.0002782,0.0002782
493,7877.28,0.89463,0.46853,0.94242,0.87857,0.85555,0.90848,0.66209,1.09873,0.5869,1.21588,0.0002584,0.0002584,0.0002584
494,8236.66,0.89315,0.46836,0.94165,0.87873,0.85603,0.90868,0.66195,1.09855,0.58678,1.21578,0.0002386,0.0002386,0.0002386
495,8601.38,0.89419,0.4637,0.94264,0.87853,0.85604,0.90865,0.66221,1.09816,0.58639,1.21553,0.0002188,0.0002188,0.0002188
496,8965.46,0.88403,0.46159,0.93852,0.87921,0.85585,0.90887,0.66221,1.09789,0.58648,1.21533,0.000199,0.000199,0.000199
497,9331.67,0.88715,0.46415,0.94239,0.87815,0.85706,0.90897,0.66243,1.09753,0.58577,1.21497,0.0001792,0.0001792,0.0001792
498,9695.54,0.88467,0.46186,0.94077,0.87792,0.85739,0.90889,0.66266,1.0971,0.58528,1.2146,0.0001594,0.0001594,0.0001594
499,10060.2,0.88193,0.4605,0.9389,0.87706,0.85811,0.9088,0.66265,1.09697,0.58514,1.21449,0.0001396,0.0001396,0.0001396
500,10421.8,0.87829,0.45755,0.9354,0.87675,0.85858,0.90912,0.66317,1.09658,0.58426,1.2142,0.0001198,0.0001198,0.0001198
