epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,12230.1,1.13512,0.68478,1.04836,0.86626,0.86831,0.91018,0.63437,1.16621,0.60255,1.21138,0.0066142,0.0066142,0.0066142
173,12576,1.13729,0.68447,1.04781,0.86738,0.86831,0.91032,0.63487,1.16549,0.60268,1.21092,0.0065944,0.0065944,0.0065944
174,355.829,1.05912,0.62133,1.02224,0.86656,0.86949,0.91037,0.63487,1.16516,0.60218,1.21087,0.0065746,0.0065746,0.0065746
175,700.552,1.08613,0.64304,1.03022,0.86666,0.87019,0.91042,0.63491,1.16468,0.60176,1.21079,0.0065548,0.0065548,0.0065548
176,1047.2,1.09463,0.65362,1.03298,0.86693,0.87052,0.9104,0.63506,1.16407,0.60178,1.21063,0.006535,0.006535,0.006535
177,1395.21,1.10808,0.65944,1.03923,0.867,0.87018,0.91034,0.63555,1.16389,0.60158,1.21065,0.0065152,0.0065152,0.0065152
178,1738.23,1.10766,0.65655,1.03548,0.86658,0.87015,0.91014,0.6353,1.16357,0.60092,1.2106,0.0064954,0.0064954,0.0064954
179,2078.49,1.1064,0.65629,1.0398,0.8667,0.87037,0.91035,0.63532,1.16371,0.60136,1.21085,0.0064756,0.0064756,0.0064756
180,2418.72,1.1097,0.66206,1.03997,0.86627,0.87009,0.91006,0.63538,1.16328,0.60122,1.21074,0.0064558,0.0064558,0.0064558
181,2759.62,1.11195,0.66494,1.04331,0.86531,0.87084,0.9102,0.6355,1.16307,0.60099,1.2109,0.006436,0.006436,0.006436
182,3102.64,1.11542,0.67004,1.04095,0.86502,0.8707,0.9102,0.63561,1.16292,0.6011,1.21101,0.0064162,0.0064162,0.0064162
183,3442.52,1.1183,0.67026,1.04044,0.86504,0.87024,0.91009,0.63536,1.16315,0.60125,1.2112,0.0063964,0.0063964,0.0063964
184,3778.94,1.11201,0.66563,1.04095,0.86529,0.87075,0.91033,0.63567,1.16299,0.60084,1.21129,0.0063766,0.0063766,0.0063766
185,4118.46,1.1192,0.67121,1.04141,0.86502,0.8706,0.91016,0.63578,1.1629,0.60127,1.21132,0.0063568,0.0063568,0.0063568
186,4457.82,1.10905,0.66501,1.04015,0.86435,0.87062,0.91025,0.63602,1.16278,0.60119,1.21153,0.006337,0.006337,0.006337
187,4800.78,1.11189,0.66743,1.04149,0.86431,0.87081,0.91013,0.63595,1.16243,0.60137,1.21147,0.0063172,0.0063172,0.0063172
188,5138.44,1.11499,0.66833,1.03982,0.86413,0.8704,0.91,0.63608,1.1621,0.60197,1.21141,0.0062974,0.0062974,0.0062974
189,5478.24,1.11423,0.67123,1.04295,0.86438,0.87007,0.90982,0.63622,1.16185,0.60212,1.21145,0.0062776,0.0062776,0.0062776
190,5818.47,1.12146,0.66831,1.0477,0.86427,0.86992,0.90993,0.63646,1.16155,0.60221,1.21155,0.0062578,0.0062578,0.0062578
191,6159.34,1.12456,0.67431,1.03975,0.86382,0.87087,0.91001,0.63662,1.16124,0.60233,1.21168,0.006238,0.006238,0.006238
192,6499.2,1.12491,0.66979,1.03854,0.86396,0.87089,0.91007,0.63693,1.16097,0.60282,1.21139,0.0062182,0.0062182,0.0062182
193,6838.24,1.11762,0.66939,1.03716,0.86349,0.8704,0.91003,0.63693,1.16069,0.60273,1.21103,0.0061984,0.0061984,0.0061984
194,7181.59,1.11601,0.66765,1.04103,0.86347,0.87138,0.91022,0.63686,1.16016,0.60218,1.21087,0.0061786,0.0061786,0.0061786
195,7520.53,1.12582,0.67827,1.04306,0.86343,0.87165,0.91042,0.63733,1.15973,0.60128,1.21068,0.0061588,0.0061588,0.0061588
196,7861.98,1.11486,0.6687,1.03919,0.86353,0.87172,0.9104,0.63737,1.15949,0.60134,1.21059,0.006139,0.006139,0.006139
197,8201.76,1.1199,0.67084,1.03942,0.86311,0.87141,0.91022,0.63758,1.15929,0.60136,1.21047,0.0061192,0.0061192,0.0061192
198,8541.76,1.12001,0.67448,1.04067,0.86362,0.87127,0.91021,0.63793,1.15858,0.60113,1.21025,0.0060994,0.0060994,0.0060994
199,8881.76,1.12313,0.67692,1.0427,0.86348,0.87137,0.91056,0.63818,1.15832,0.60111,1.21014,0.0060796,0.0060796,0.0060796
200,9216.07,1.10961,0.6642,1.03743,0.86331,0.87184,0.91054,0.63791,1.15781,0.60091,1.21005,0.0060598,0.0060598,0.0060598
201,9554.7,1.12179,0.6729,1.04333,0.8636,0.87236,0.91028,0.63814,1.15726,0.60034,1.20969,0.00604,0.00604,0.00604
202,9892.39,1.12208,0.6736,1.04321,0.86402,0.87176,0.9108,0.6383,1.15674,0.60053,1.20915,0.0060202,0.0060202,0.0060202
203,10234.3,1.12391,0.67112,1.04258,0.86405,0.87212,0.91086,0.63801,1.15626,0.60059,1.20895,0.0060004,0.0060004,0.0060004
204,10574.9,1.12145,0.67371,1.04501,0.86433,0.87173,0.91078,0.6381,1.1556,0.59996,1.20869,0.0059806,0.0059806,0.0059806
205,10917.2,1.11878,0.67337,1.04085,0.86522,0.87197,0.91073,0.63828,1.15492,0.59959,1.20842,0.0059608,0.0059608,0.0059608
206,11258.5,1.11503,0.66502,1.0414,0.86472,0.87176,0.91093,0.63893,1.15442,0.59987,1.20812,0.005941,0.005941,0.005941
207,11597.4,1.11477,0.66981,1.04044,0.86463,0.8719,0.91129,0.63876,1.15412,0.59936,1.20814,0.0059212,0.0059212,0.0059212
208,11934.4,1.11532,0.66911,1.04029,0.86359,0.87292,0.91152,0.63914,1.15349,0.5991,1.20806,0.0059014,0.0059014,0.0059014
209,12272.6,1.11578,0.66919,1.039,0.8645,0.87283,0.91157,0.63954,1.15295,0.59864,1.20774,0.0058816,0.0058816,0.0058816
210,12613.6,1.11338,0.66497,1.04164,0.8649,0.87222,0.91116,0.63998,1.15229,0.59824,1.20746,0.0058618,0.0058618,0.0058618
211,12955.7,1.11141,0.66671,1.03835,0.86558,0.87244,0.91142,0.64032,1.15159,0.59757,1.20711,0.005842,0.005842,0.005842
212,13296.1,1.11139,0.66465,1.04017,0.86528,0.87204,0.91132,0.64025,1.15093,0.59731,1.20685,0.0058222,0.0058222,0.0058222
213,13634.7,1.10566,0.66224,1.03407,0.86512,0.8721,0.91101,0.64062,1.1502,0.59647,1.20656,0.0058024,0.0058024,0.0058024
214,13975.3,1.10419,0.66071,1.03303,0.86564,0.87258,0.9113,0.64077,1.14977,0.59624,1.20641,0.0057826,0.0057826,0.0057826
215,356.193,1.0906,0.64093,1.03208,0.86657,0.87199,0.91133,0.641,1.14849,0.59602,1.20646,0.0057628,0.0057628,0.0057628
216,704.577,1.10239,0.65675,1.03616,0.86604,0.87226,0.91145,0.64123,1.148,0.59601,1.20628,0.005743,0.005743,0.005743
217,1050.27,1.10616,0.6604,1.03881,0.86509,0.87287,0.91145,0.64124,1.14732,0.59537,1.20591,0.0057232,0.0057232,0.0057232
218,1393.23,1.10442,0.65691,1.03375,0.86502,0.87306,0.91152,0.64113,1.14697,0.59529,1.20576,0.0057034,0.0057034,0.0057034
219,1737.69,1.09754,0.65204,1.03296,0.86496,0.8732,0.91162,0.64136,1.14673,0.59518,1.20565,0.0056836,0.0056836,0.0056836
220,2081.39,1.11214,0.66214,1.03999,0.86469,0.8735,0.91166,0.64169,1.1464,0.59537,1.20559,0.0056638,0.0056638,0.0056638
221,2420.24,1.11279,0.66453,1.04125,0.86547,0.87258,0.91176,0.64162,1.14628,0.59551,1.20552,0.005644,0.005644,0.005644
222,2758.48,1.11456,0.6673,1.04071,0.86546,0.87304,0.91172,0.64212,1.14608,0.59531,1.20558,0.0056242,0.0056242,0.0056242
223,3101.37,1.10137,0.66036,1.03497,0.86572,0.87286,0.91196,0.64214,1.14554,0.5946,1.20517,0.0056044,0.0056044,0.0056044
224,3443.31,1.10763,0.66113,1.03881,0.86535,0.87345,0.91185,0.64233,1.14545,0.59419,1.20531,0.0055846,0.0055846,0.0055846
225,3788.45,1.10251,0.65486,1.03248,0.86515,0.87254,0.91173,0.64218,1.1451,0.59362,1.20508,0.0055648,0.0055648,0.0055648
226,4133.27,1.10896,0.65928,1.03561,0.86497,0.87306,0.91208,0.64234,1.14473,0.59345,1.205,0.005545,0.005545,0.005545
227,4475.86,1.10911,0.66034,1.03716,0.86529,0.87291,0.91192,0.64257,1.14428,0.5937,1.20487,0.0055252,0.0055252,0.0055252
228,4816.77,1.1009,0.65521,1.03211,0.86469,0.8736,0.91189,0.64274,1.14373,0.59328,1.20476,0.0055054,0.0055054,0.0055054
229,363.948,1.06107,0.61722,1.02011,0.86455,0.87296,0.91172,0.64296,1.1443,0.5927,1.2043,0.0054856,0.0054856,0.0054856
230,719.115,1.07616,0.6383,1.02527,0.86428,0.87372,0.91191,0.64334,1.14363,0.59252,1.20412,0.0054658,0.0054658,0.0054658
231,1074.18,1.08485,0.64405,1.03229,0.86457,0.87407,0.91182,0.6433,1.14327,0.59236,1.20415,0.005446,0.005446,0.005446
232,1425.93,1.0873,0.6437,1.02799,0.86418,0.87411,0.91187,0.64364,1.14303,0.5923,1.20416,0.0054262,0.0054262,0.0054262
233,1779.9,1.08132,0.64121,1.02778,0.86405,0.8741,0.91204,0.64379,1.14294,0.59237,1.20424,0.0054064,0.0054064,0.0054064
234,2136.77,1.09761,0.65117,1.0334,0.86429,0.87388,0.91181,0.6436,1.14279,0.59207,1.2043,0.0053866,0.0053866,0.0053866
235,2493.35,1.09825,0.65326,1.03481,0.86396,0.87332,0.91141,0.64372,1.14284,0.59195,1.20442,0.0053668,0.0053668,0.0053668
236,2846.81,1.09973,0.65588,1.03342,0.86398,0.87326,0.9113,0.64381,1.14255,0.59229,1.20437,0.005347,0.005347,0.005347
237,3188.17,1.09019,0.64944,1.03067,0.86247,0.87502,0.91124,0.64381,1.14245,0.5921,1.20418,0.0053272,0.0053272,0.0053272
238,3528.48,1.09723,0.65384,1.0319,0.86342,0.87419,0.91116,0.64369,1.14229,0.59213,1.20414,0.0053074,0.0053074,0.0053074
239,3873.36,1.09248,0.64797,1.03077,0.86307,0.87452,0.91145,0.64402,1.14185,0.59182,1.20422,0.0052876,0.0052876,0.0052876
240,4222.28,1.10051,0.65299,1.03481,0.86328,0.87338,0.91171,0.64383,1.14141,0.59121,1.20408,0.0052678,0.0052678,0.0052678
241,4567.29,1.10126,0.6562,1.03407,0.86408,0.87223,0.91158,0.64381,1.14111,0.59162,1.20383,0.005248,0.005248,0.005248
242,4914.09,1.0928,0.65146,1.02898,0.86391,0.87273,0.91171,0.64386,1.14084,0.59212,1.20376,0.0052282,0.0052282,0.0052282
243,5256.78,1.09502,0.64917,1.03291,0.86459,0.87346,0.91125,0.64387,1.14052,0.59229,1.20364,0.0052084,0.0052084,0.0052084
244,5603.96,1.0947,0.65283,1.0313,0.86487,0.87242,0.91124,0.64389,1.14024,0.59232,1.2034,0.0051886,0.0051886,0.0051886
245,5952.37,1.1004,0.65345,1.03343,0.8644,0.87283,0.9114,0.64445,1.13969,0.5923,1.20303,0.0051688,0.0051688,0.0051688
246,6298.1,1.09548,0.64533,1.03198,0.86493,0.87256,0.91143,0.64457,1.1393,0.59212,1.20285,0.005149,0.005149,0.005149
247,6652.45,1.09331,0.64822,1.02765,0.86513,0.87243,0.91149,0.64476,1.13892,0.59235,1.20272,0.0051292,0.0051292,0.0051292
248,6999.7,1.08469,0.64621,1.02927,0.86549,0.87251,0.91143,0.64485,1.13829,0.59209,1.20257,0.0051094,0.0051094,0.0051094
249,7344.78,1.10093,0.65436,1.03163,0.8654,0.87247,0.91155,0.64503,1.1379,0.59215,1.20233,0.0050896,0.0050896,0.0050896
250,7699.26,1.09454,0.64927,1.03279,0.86577,0.87207,0.91203,0.64514,1.13763,0.59221,1.20224,0.0050698,0.0050698,0.0050698
251,8049.5,1.08469,0.64343,1.02764,0.86567,0.87285,0.91234,0.64551,1.13748,0.59244,1.20244,0.00505,0.00505,0.00505
252,8392.26,1.08556,0.6442,1.02526,0.86509,0.87349,0.91249,0.64574,1.13707,0.59273,1.2022,0.0050302,0.0050302,0.0050302
253,8739.97,1.08214,0.64144,1.02695,0.86507,0.87323,0.91267,0.6458,1.13686,0.59243,1.2021,0.0050104,0.0050104,0.0050104
254,9094.29,1.08659,0.64648,1.02902,0.86471,0.87358,0.91257,0.64603,1.13648,0.59243,1.20182,0.0049906,0.0049906,0.0049906
255,9434.51,1.08674,0.6412,1.02745,0.86501,0.87371,0.91309,0.6462,1.13608,0.5922,1.20151,0.0049708,0.0049708,0.0049708
256,9778.9,1.07587,0.6413,1.02559,0.8656,0.87288,0.91296,0.64625,1.13542,0.59261,1.20107,0.004951,0.004951,0.004951
257,10119.8,1.0805,0.64029,1.02539,0.86554,0.87261,0.91299,0.64631,1.13487,0.59219,1.20075,0.0049312,0.0049312,0.0049312
258,10462.1,1.07984,0.64204,1.02673,0.86554,0.87342,0.91328,0.64632,1.13432,0.592,1.20046,0.0049114,0.0049114,0.0049114
259,10804,1.07718,0.64066,1.02546,0.86549,0.87356,0.91311,0.6466,1.13373,0.59206,1.20008,0.0048916,0.0048916,0.0048916
260,359.326,1.02584,0.59261,1.00522,0.86562,0.87492,0.91328,0.64699,1.13341,0.5917,1.20001,0.0048718,0.0048718,0.0048718
261,703.588,1.04045,0.6105,1.01103,0.86593,0.8734,0.91322,0.64697,1.13278,0.59166,1.19991,0.004852,0.004852,0.004852
262,1047.43,1.04904,0.61635,1.01727,0.86673,0.87227,0.9131,0.64761,1.13257,0.59149,1.20004,0.0048322,0.0048322,0.0048322
263,1387.8,1.05242,0.61574,1.01358,0.86742,0.87156,0.91273,0.64722,1.13244,0.59168,1.20018,0.0048124,0.0048124,0.0048124
264,1730.78,1.04928,0.616,1.01436,0.86802,0.87217,0.91269,0.64697,1.13232,0.5912,1.20045,0.0047926,0.0047926,0.0047926
265,2072.12,1.06626,0.62602,1.02088,0.86697,0.87227,0.91297,0.64706,1.13167,0.59133,1.20006,0.0047728,0.0047728,0.0047728
266,2411.49,1.06746,0.62825,1.02262,0.86664,0.87212,0.91281,0.64707,1.13175,0.59135,1.20015,0.004753,0.004753,0.004753
267,2753.95,1.07184,0.63259,1.02169,0.86591,0.87301,0.91288,0.64713,1.1316,0.59151,1.20001,0.0047332,0.0047332,0.0047332
268,3094.87,1.06143,0.62514,1.01874,0.8661,0.87287,0.91287,0.64728,1.13131,0.59112,1.19968,0.0047134,0.0047134,0.0047134
269,3437.26,1.06851,0.63082,1.02137,0.86794,0.87142,0.91288,0.64717,1.13116,0.59089,1.19964,0.0046936,0.0046936,0.0046936
270,3778.47,1.06501,0.62715,1.01742,0.86767,0.87065,0.91252,0.64744,1.13084,0.59034,1.19969,0.0046738,0.0046738,0.0046738
271,4115.77,1.07223,0.63051,1.02054,0.86831,0.87077,0.91271,0.64754,1.13027,0.59,1.19921,0.004654,0.004654,0.004654
272,4450.79,1.07518,0.63212,1.02261,0.86797,0.87065,0.91271,0.64774,1.12998,0.58981,1.19913,0.0046342,0.0046342,0.0046342
273,4786.57,1.06726,0.62984,1.01738,0.86791,0.87116,0.9127,0.6478,1.12958,0.58879,1.19887,0.0046144,0.0046144,0.0046144
274,5120.42,1.06926,0.62684,1.01953,0.86921,0.87006,0.91279,0.64797,1.12918,0.58813,1.19849,0.0045946,0.0045946,0.0045946
275,5451.39,1.06607,0.63313,1.02027,0.86848,0.86884,0.91254,0.64825,1.12876,0.58762,1.19825,0.0045748,0.0045748,0.0045748
276,5784.97,1.07488,0.63406,1.02202,0.8691,0.86839,0.91262,0.64858,1.12822,0.58718,1.19812,0.004555,0.004555,0.004555
277,6116.93,1.07073,0.62776,1.02226,0.8684,0.86898,0.91254,0.64841,1.12793,0.58682,1.1981,0.0045352,0.0045352,0.0045352
278,6449.76,1.06813,0.62948,1.01838,0.86894,0.86853,0.91271,0.64849,1.12768,0.58667,1.19815,0.0045154,0.0045154,0.0045154
279,6784.88,1.06448,0.62963,1.01921,0.86864,0.86838,0.9131,0.64873,1.12735,0.58646,1.19798,0.0044956,0.0044956,0.0044956
280,7117.75,1.07451,0.63416,1.02109,0.86875,0.86848,0.91303,0.64899,1.12701,0.58587,1.19806,0.0044758,0.0044758,0.0044758
281,7452.17,1.071,0.63046,1.02226,0.86818,0.86908,0.91308,0.64904,1.12664,0.58551,1.1982,0.004456,0.004456,0.004456
282,7790.04,1.05966,0.62606,1.01737,0.87007,0.86848,0.91333,0.64921,1.12646,0.58553,1.19824,0.0044362,0.0044362,0.0044362
283,358.445,0.99574,0.57214,0.99341,0.87085,0.86801,0.91332,0.6496,1.12526,0.58568,1.19861,0.0044164,0.0044164,0.0044164
284,703.18,1.01184,0.58956,0.99977,0.87058,0.86823,0.91333,0.64942,1.12493,0.5854,1.19864,0.0043966,0.0043966,0.0043966
285,1044.75,1.02186,0.59541,1.00443,0.87217,0.86668,0.91359,0.64948,1.12449,0.58504,1.19847,0.0043768,0.0043768,0.0043768
286,1387.45,1.02803,0.5987,1.00415,0.87008,0.868,0.9138,0.6497,1.1243,0.58527,1.19841,0.004357,0.004357,0.004357
287,1728.55,1.02417,0.59818,1.00474,0.86976,0.86786,0.91344,0.64986,1.12392,0.58539,1.19833,0.0043372,0.0043372,0.0043372
288,2067.07,1.04229,0.60819,1.00956,0.87008,0.86806,0.91358,0.64988,1.12401,0.58572,1.19838,0.0043174,0.0043174,0.0043174
289,2405.87,1.04204,0.61128,1.01099,0.8697,0.86817,0.9138,0.64995,1.12439,0.58579,1.19851,0.0042976,0.0042976,0.0042976
290,2746.18,1.0503,0.61583,1.01266,0.87269,0.86644,0.91401,0.65009,1.12452,0.58604,1.19875,0.0042778,0.0042778,0.0042778
291,3092.22,1.04039,0.61212,1.01174,0.87253,0.86784,0.91405,0.65044,1.12432,0.58554,1.19868,0.004258,0.004258,0.004258
292,3435.44,1.04675,0.61286,1.01325,0.87308,0.86847,0.91469,0.65046,1.12449,0.58532,1.19891,0.0042382,0.0042382,0.0042382
293,3777.02,1.04377,0.60995,1.00964,0.8725,0.86909,0.91441,0.65035,1.12432,0.58531,1.19909,0.0042184,0.0042184,0.0042184
294,4115.44,1.05366,0.61691,1.01495,0.87392,0.86646,0.91397,0.65063,1.12409,0.58563,1.19903,0.0041986,0.0041986,0.0041986
295,4453.26,1.05469,0.61718,1.01279,0.87262,0.86768,0.91376,0.65076,1.12377,0.58584,1.19884,0.0041788,0.0041788,0.0041788
296,4793.19,1.04969,0.61439,1.00986,0.87252,0.86848,0.9137,0.65088,1.12355,0.58539,1.19857,0.004159,0.004159,0.004159
297,5132.35,1.05056,0.61399,1.01445,0.87251,0.86845,0.914,0.65112,1.1232,0.58489,1.19838,0.0041392,0.0041392,0.0041392
298,5474.15,1.04981,0.61892,1.01373,0.87154,0.869,0.91347,0.65109,1.123,0.58398,1.19834,0.0041194,0.0041194,0.0041194
299,5816.47,1.05773,0.61911,1.01473,0.87151,0.86938,0.91388,0.65131,1.12271,0.58382,1.19808,0.0040996,0.0040996,0.0040996
300,6162.39,1.053,0.61259,1.01179,0.87283,0.869,0.91379,0.65118,1.12267,0.58335,1.19795,0.0040798,0.0040798,0.0040798
301,6511.28,1.05435,0.61913,1.01018,0.87169,0.87008,0.91349,0.65118,1.12263,0.5832,1.19798,0.00406,0.00406,0.00406
302,6857.24,1.0479,0.61626,1.01365,0.87343,0.86837,0.91383,0.65103,1.12256,0.58289,1.1979,0.0040402,0.0040402,0.0040402
303,7202.3,1.06147,0.62225,1.01569,0.87407,0.86892,0.9141,0.65133,1.1222,0.58255,1.19768,0.0040204,0.0040204,0.0040204
304,7548.7,1.05638,0.6173,1.01605,0.87514,0.86764,0.91415,0.65137,1.12204,0.58262,1.1977,0.0040006,0.0040006,0.0040006
305,7896.49,1.04851,0.61506,1.01408,0.87576,0.8678,0.91419,0.65136,1.12182,0.58248,1.1978,0.0039808,0.0039808,0.0039808
306,8242.39,1.04988,0.61599,1.0124,0.87506,0.86895,0.91394,0.65093,1.12165,0.58236,1.19781,0.003961,0.003961,0.003961
307,8588.49,1.04645,0.61475,1.01423,0.87356,0.87074,0.91355,0.65126,1.12129,0.58227,1.1978,0.0039412,0.0039412,0.0039412
308,8937.94,1.05084,0.61689,1.01385,0.87292,0.87133,0.91357,0.65105,1.1213,0.5828,1.19778,0.0039214,0.0039214,0.0039214
309,9279.42,1.05239,0.61196,1.01275,0.87421,0.86936,0.91352,0.65136,1.1213,0.5827,1.19782,0.0039016,0.0039016,0.0039016
310,9621.11,1.03967,0.61329,1.01107,0.87468,0.86903,0.91362,0.6517,1.12134,0.5827,1.19802,0.0038818,0.0038818,0.0038818
311,9963.28,1.04488,0.61184,1.00938,0.87308,0.86995,0.91352,0.65202,1.1211,0.5825,1.19783,0.003862,0.003862,0.003862
312,10304.3,1.04872,0.61544,1.01072,0.87401,0.87005,0.91367,0.65259,1.12067,0.58228,1.19745,0.0038422,0.0038422,0.0038422
313,10645.3,1.04241,0.61335,1.00794,0.87453,0.87013,0.91369,0.65271,1.12046,0.58265,1.19727,0.0038224,0.0038224,0.0038224
314,10982.6,1.04633,0.61135,1.0091,0.87281,0.87147,0.91362,0.65291,1.12009,0.58218,1.19692,0.0038026,0.0038026,0.0038026
315,11316.9,1.04848,0.61501,1.01338,0.87383,0.86931,0.91309,0.65334,1.11944,0.58208,1.1966,0.0037828,0.0037828,0.0037828
316,11652.3,1.0448,0.60989,1.01189,0.87477,0.86921,0.91327,0.65321,1.11926,0.58214,1.19651,0.003763,0.003763,0.003763
317,11987.9,1.04614,0.61145,1.01456,0.8755,0.86883,0.91308,0.65316,1.11914,0.58259,1.1967,0.0037432,0.0037432,0.0037432
318,12325.6,1.04841,0.61422,1.01279,0.87562,0.86829,0.91311,0.65316,1.11908,0.58262,1.1968,0.0037234,0.0037234,0.0037234
319,12662.2,1.05117,0.61552,1.01517,0.87555,0.86842,0.91356,0.65359,1.11889,0.58259,1.19668,0.0037036,0.0037036,0.0037036
320,13001.5,1.03543,0.60777,1.00826,0.87505,0.86851,0.91349,0.65382,1.11858,0.58316,1.19661,0.0036838,0.0036838,0.0036838
321,13341.1,1.04092,0.60507,1.0058,0.87482,0.86824,0.91355,0.65368,1.11848,0.58286,1.19648,0.003664,0.003664,0.003664
322,13681.8,1.0365,0.60761,1.00827,0.87456,0.86764,0.9136,0.65401,1.11789,0.58259,1.19613,0.0036442,0.0036442,0.0036442
323,14020.6,1.04105,0.60727,1.00777,0.87501,0.86628,0.91339,0.65426,1.11717,0.5818,1.19582,0.0036244,0.0036244,0.0036244
324,14364.6,1.04433,0.61203,1.01,0.8752,0.86586,0.91343,0.6545,1.1165,0.58154,1.19559,0.0036046,0.0036046,0.0036046
325,14704.2,1.03351,0.60346,1.0062,0.87479,0.86617,0.9132,0.65491,1.11578,0.58136,1.19506,0.0035848,0.0035848,0.0035848
326,381.202,0.96507,0.55119,0.98231,0.87529,0.86579,0.91328,0.65502,1.11664,0.58138,1.19515,0.003565,0.003565,0.003565
327,745.962,0.97911,0.56643,0.98562,0.87568,0.86596,0.9134,0.65535,1.11631,0.58153,1.19525,0.0035452,0.0035452,0.0035452
328,1109.68,0.98627,0.56948,0.99072,0.87268,0.8702,0.91356,0.65526,1.11585,0.58135,1.19516,0.0035254,0.0035254,0.0035254
329,1476.53,0.99088,0.57137,0.98882,0.87257,0.87132,0.91385,0.65506,1.11566,0.58138,1.19541,0.0035056,0.0035056,0.0035056
330,1839.61,0.9869,0.57066,0.99003,0.8716,0.87156,0.91393,0.65506,1.11532,0.58129,1.19564,0.0034858,0.0034858,0.0034858
331,2202.95,1.0052,0.58025,0.9955,0.87091,0.87179,0.91357,0.65509,1.11515,0.5812,1.19589,0.003466,0.003466,0.003466
332,2567.39,1.00364,0.58075,0.99549,0.87071,0.87165,0.91352,0.65513,1.11496,0.58124,1.1959,0.0034462,0.0034462,0.0034462
333,2944.18,1.00882,0.58424,0.99687,0.87043,0.87127,0.91319,0.65502,1.11474,0.58197,1.19585,0.0034264,0.0034264,0.0034264
334,3325.62,1.00037,0.57929,0.99553,0.8698,0.87087,0.91252,0.65507,1.11435,0.58252,1.19578,0.0034066,0.0034066,0.0034066
335,3700.79,1.00944,0.58426,0.99724,0.86977,0.87049,0.91251,0.65515,1.11443,0.58261,1.19625,0.0033868,0.0033868,0.0033868
336,4072.98,1.00548,0.57957,0.99582,0.86947,0.87129,0.91269,0.65537,1.11407,0.58217,1.19638,0.003367,0.003367,0.003367
337,4440.08,1.01219,0.58568,0.99876,0.87025,0.86996,0.91261,0.65533,1.11383,0.58194,1.1963,0.0033472,0.0033472,0.0033472
338,4817.97,1.01428,0.58702,0.99945,0.87113,0.86939,0.91256,0.65569,1.11368,0.58172,1.19636,0.0033274,0.0033274,0.0033274
339,5197.94,1.00998,0.5849,0.99663,0.87186,0.86839,0.91238,0.6555,1.11373,0.58192,1.19655,0.0033076,0.0033076,0.0033076
340,5573.23,1.01156,0.58502,0.99904,0.87314,0.86719,0.91264,0.65558,1.1135,0.58196,1.19652,0.0032878,0.0032878,0.0032878
341,5955.75,1.01029,0.58879,0.99823,0.87222,0.86752,0.91261,0.65544,1.1133,0.58199,1.19641,0.003268,0.003268,0.003268
342,6326.07,1.02044,0.58953,0.9995,0.87178,0.86793,0.91227,0.6553,1.11337,0.58159,1.19644,0.0032482,0.0032482,0.0032482
343,6691.96,1.01585,0.58514,0.99687,0.87208,0.86815,0.91227,0.65536,1.11325,0.58176,1.19643,0.0032284,0.0032284,0.0032284
344,7064.06,1.01596,0.58763,0.99744,0.87346,0.86685,0.91239,0.65575,1.11308,0.58087,1.1965,0.0032086,0.0032086,0.0032086
345,7434.53,1.006,0.58558,0.99673,0.87323,0.86764,0.91275,0.65602,1.11295,0.58083,1.19648,0.0031888,0.0031888,0.0031888
346,7806.36,1.0235,0.5938,0.99853,0.87248,0.86859,0.91311,0.65609,1.11317,0.58052,1.19675,0.003169,0.003169,0.003169
347,364.065,0.93484,0.53138,0.97059,0.87204,0.86903,0.91315,0.65628,1.1121,0.58034,1.19687,0.0031492,0.0031492,0.0031492
348,713.602,0.94973,0.54588,0.97548,0.8729,0.86818,0.91321,0.65602,1.11208,0.58029,1.19716,0.0031294,0.0031294,0.0031294
349,1059.6,0.95929,0.55135,0.98009,0.87335,0.86754,0.91299,0.65644,1.11185,0.58042,1.1973,0.0031096,0.0031096,0.0031096
350,1405.07,0.96639,0.55257,0.9795,0.87336,0.86754,0.91279,0.65624,1.11184,0.5808,1.19768,0.0030898,0.0030898,0.0030898
351,1749.59,0.96202,0.55243,0.97931,0.87336,0.8684,0.91272,0.65622,1.11185,0.58086,1.19798,0.00307,0.00307,0.00307
352,2099.48,0.98227,0.56156,0.98668,0.87058,0.86996,0.91233,0.65614,1.11189,0.58075,1.19822,0.0030502,0.0030502,0.0030502
353,2440.89,0.97981,0.5635,0.98594,0.87245,0.86938,0.91247,0.65652,1.11173,0.5807,1.19822,0.0030304,0.0030304,0.0030304
354,2780.24,0.98804,0.56863,0.98761,0.87302,0.86832,0.91228,0.65637,1.11167,0.58107,1.19822,0.0030106,0.0030106,0.0030106
355,3119.5,0.97936,0.56458,0.9858,0.87381,0.86746,0.91222,0.65607,1.11173,0.58086,1.19836,0.0029908,0.0029908,0.0029908
356,3459.06,0.98814,0.56769,0.98754,0.87287,0.86839,0.91219,0.65609,1.11181,0.58115,1.19836,0.002971,0.002971,0.002971
357,3807.08,0.98544,0.56523,0.98594,0.87458,0.86637,0.91217,0.65611,1.11194,0.5809,1.19853,0.0029512,0.0029512,0.0029512
358,4154.2,0.99334,0.57282,0.9907,0.87368,0.86768,0.91206,0.65626,1.11176,0.58026,1.19846,0.0029314,0.0029314,0.0029314
